id_puesto,titulo_puesto,descripcion_puesto,area_del_puesto,modalidad_de_trabajo,horas_semanales,fecha_inicio,duracion_del_puesto,sueldo_aproximado
PSTCRI006,Consultor en Criminología Preventiva,"Diseño de políticas y programas de prevención.",Prevención del Delito,Remoto,30,2025-08-25,24,2800
PSTCRI007,Perfilador Criminal Junior,"Apoyo en elaboración de perfiles psicológicos criminales.",Perfilado Forense,Presencial,40,2025-08-18,24,2400
PSTCRI008,Analista en Criminología Digital,"Investigación de delitos cibernéticos y fraudes online.",Cibercrimen,Híbrido,35,2025-08-22,24,2700
PSTCRI009,Investigador Privado Senior,"Resolución de casos complejos para firmas privadas.",Investigación Privada,Presencial,40,2025-08-12,24,3500
PSTCRI010,Coordinador de Criminología,"Gestión de proyectos e investigación en instituciones.",Gestión Criminológica,Presencial,40,2025-08-08,24,3200
PSTCOM001,Comunicador Social Junior,"Atención de prensa y redacción de comunicados.",Relaciones Públicas,Presencial,40,2025-08-01,24,1500
PSTCOM002,Especialista en Social Media,"Gestión de redes, campañas y contenidos digitales.",Marketing Digital,Remoto,35,2025-08-10,24,1800
PSTCOM003,Periodista de Redacción,"Producción de contenidos para medios escritos.",Periodismo,Presencial,40,2025-08-05,24,2000
PSTCOM004,Productor Audiovisual,"Grabación y edición de video para plataformas.",Audiovisual,Híbrido,35,2025-08-20,24,2500
PSTCOM005,Relaciones Públicas Corporativas,"Gestión de imagen y eventos empresariales.",RR.PP.,Presencial,40,2025-09-01,24,3000
PSTCOM006,Analista de Comunicación Interna,"Generación de boletines y gestión cultural interna.",Comunicación Interna,Remoto,30,2025-08-12,24,2200
PSTCOM007,Community Manager Senior,"Gestión de comunidad y campañas en redes sociales.",Community Management,Remoto,30,2025-08-18,24,2500
PSTCOM008,Coordinador de Eventos,"Planificación de conferencias y eventos corporativos.",Eventos,Presencial,40,2025-08-22,24,2800
PSTCOM009,Consultor en Comunicación de Crisis,"Diseño de planes y protocolos de contingencia.",Comunicación Estratégica,Remoto,30,2025-08-08,24,3200
PSTCOM010,Editor de Contenido Digital,"Producción y edición para plataformas online.",Content Editing,Remoto,30,2025-08-10,24,2300
ARC001,Arquitecto Junior de Proyecto,"Elaboración de planos y seguimiento de obra en estudio.",Diseño y Proyecto,Presencial,40,2025-08-01,24,1900
ARC002,Coordinador BIM,"Modelado BIM y coordinación multidisciplinaria con Revit.",Tecnología BIM,Híbrido,35,2025-08-10,24,2800
ARC003,Arquitecto de Interiores,"Propuesta de diseño espacial y selección de acabados.",Diseño de Interiores,Presencial,40,2025-08-05,24,2500
ARC004,Supervisor de Obra,"Control y supervisión de obra en ejecución civil.",Dirección de Obra,Presencial,45,2025-08-20,24,3200
ARC005,Arquitecto Sustentable,"Implementación de criterios sostenibles en diseño.",Arquitectura Sostenible,Remoto,30,2025-09-01,24,2600
ARC006,Proyectista CAD,"Generación de planos constructivos con AutoCAD.",Dibujo Técnico,Remoto,30,2025-08-12,24,2000
ARC007,Arquitecto Comercial,"Diseño de espacios comerciales y coordinación con marca.",Retail Design,Híbrido,40,2025-08-18,24,3000
ARC008,Director de Proyecto Arquitectónico,"Gestión integral de proyectos y relación con clientes.",Gestión de Proyectos,Presencial,40,2025-08-22,24,3500
ARC009,Investigador de Urbanismo,"Estudios urbanos y elaboración de propuestas de ciudad.",Urbanismo,Remoto,35,2025-08-08,24,3200
ARC010,Arquitecto Coordinador de Licencias,"Tramitación de licencias y permisos municipales.",Gestión Municipal,Presencial,40,2025-08-10,24,2300
DG001,Diseñador Gráfico Junior,"Creación de piezas digitales y soporte de marca.",Diseño Gráfico,Remoto,40,2025-08-01,24,1300
DG002,Motion Graphics Designer,"Animación 2D/3D para redes y contenido multimedia.",Producción Audiovisual,Híbrido,35,2025-08-10,24,1800
DG003,Diseñador UX/UI,"Diseño de interfaces con enfoque en experiencia de usuario.",Diseño Digital,Remoto,30,2025-08-05,24,2200
DG004,Ilustrador Digital,"Proyectos de ilustración para editorial y publicidad.",Ilustración,Remoto,25,2025-08-20,24,1600
DG005,Diseñador Senior de Marca,"Creación y gestión de identidad visual integral.",Branding,Presencial,40,2025-09-01,24,2300
DG006,Director de Arte Jr.,"Coordinación de piezas gráficas y campañas publicitarias.",Dirección de Arte,Híbrido,35,2025-08-12,24,2000
DG007,Especialista en Packaging,"Diseño de envases con criterios funcionales y estéticos.",Packaging,Presencial,40,2025-08-18,24,2100
DG008,Editor de Contenido para Redes,"Creación y edición gráfica y audiovisual.",Social Media,Remoto,30,2025-08-22,24,1700
DG009,UX Researcher Jr.,"Investigación de usuario y diseño centrado en usuario.",UX Research,Remoto,30,2025-08-08,24,2100
DG010,Product Designer,"Conceptualización y diseño para productos digitales.",Product Design,Remoto,35,2025-08-10,24,2200
DI001,Diseñador de Interiores Junior,"Conceptualización y diseño de planos de interiorismo.",Diseño de Interiores,Presencial,40,2025-08-01,24,1300
DI002,Stager de Viviendas,"Preparación estética de inmuebles para venta o alquiler.",Home Staging,Híbrido,30,2025-08-10,18,1500
DI003,Coordinador de Proyecto de Decoración,"Gestión de compras y supervisión de obras.",Proyecto de Decoración,Presencial,40,2025-08-05,24,1800
DI004,Renderista 3D,"Modelado y visualización fotorealista de espacios.",Visualización 3D,Remoto,30,2025-08-20,24,1600
DI005,Consultor de Habitabilidad,"Asesoría en funcionalidad y distribución de espacios.",Consultoría Interiorismo,Remoto,30,2025-09-01,24,1700
DI006,Supervisor de Obra de Interiores,"Monitoreo de ejecución de mobiliario interior.",Supervisión de Interiores,Presencial,45,2025-08-12,24,2000
DI007,Diseñador comercial Retail,"Diseño de espacios comerciales con experiencia POS.",Retail Design,Presencial,40,2025-08-18,24,1900
DI008,Especialista en iluminación interior,"Diseño de conceptos lumínicos para ambientes.",Lighting Design,Híbrido,35,2025-08-22,24,2100
DI009,Diseñador de Oficinas Corporativas,"Optimización de layouts para espacios de trabajo.",Oficinas,Presencial,40,2025-08-08,24,2000
DI010,Desarrollador de propuesta de showroom,"Espacios de exhibición y branding presencial.",Showroom Design,Presencial,40,2025-08-10,24,2200
DI001,Diseñador Industrial Junior,"Conceptualización de productos y modelado CAD.",Diseño de Producto,Remoto,40,2025-08-01,24,2000
DI002,Diseñador de Envases,"Diseño y prototipado de envases funcionales y atractivos.",Packaging,Presencial,40,2025-08-10,24,2200
DI003,Diseñador de Mobiliario,"Creación de muebles ergonómicos y producción de prototipos.",Diseño de Muebles,Presencial,40,2025-08-05,24,2500
DI004,Coordinador de Producción,"Supervisión de procesos de fabricación industrial.",Producción,Presencial,45,2025-08-20,24,3000
DI005,Diseñador CAD/CAM,"Generación de planos y programación CNC para producción.",Tecnología de Producción,Remoto,30,2025-08-12,24,2200
DI006,Especialista en Ergonomía,"Análisis y optimización ergonómica de productos.",Ergonomía,Remoto,35,2025-08-18,24,2600
DI007,Illustrator 3D para producto,"Visualización de productos en 3D para marketing.",Visualización 3D,Remoto,30,2025-08-22,24,2400
DI008,Consultor de Innovación de Producto,"Diseño y mejora de líneas de productos existentes.",Innovación,Remoto,30,2025-08-08,24,2800
DI009,Diseñador Senior de Producto,"Gestión integral de desarrollo desde concepto hasta producción.",Dirección de Diseño,Presencial,40,2025-08-10,24,3500
DI010,Diseñador Industrial Senior,"Responsable de portafolio y desarrollo estratégico.",Liderazgo de Diseño,Presencial,40,2025-09-01,24,4000
BA001,Especialista en Promoción Cultural,"Diseño e implementación de proyectos visuales.",Promoción Cultural,Presencial,40,2025-08-01,24,3000
BA002,Coordinador de Talleres Artísticos,"Desarrollo y ejecución de talleres en museo.",Educación Artística,Presencial,35,2025-08-10,24,2800
BA003,Curador de Arte Contemporáneo,"Selección y montaje de exhibiciones.",Curaduría,Presencial,40,2025-08-05,24,3500
BA004,Docente Pregrado Bellas Artes,"Imparte clases de técnicas artísticas en educación superior.",Docencia Universitaria,Presencial,40,2025-08-20,24,4000
BA005,Gestor de Eventos Culturales,"Organización de ferias y exposiciones artísticas.",Eventos Culturales,Híbrido,35,2025-09-01,24,3200
BA006,Técnico de Montaje Museográfico,"Instalación de obras y adaptación de espacios museográficos.",Montaje,Presencial,40,2025-08-12,24,2500
BA007,Promotor de Arte Regional,"Fomento y visibilidad de artistas locales.",Cultura Local,Presencial,40,2025-08-18,24,2900
BA008,Editor de Publicaciones Artísticas,"Producción editorial de catálogos y revistas de arte.",Publicación Cultural,Remoto,30,2025-08-22,24,2700
BA009,Asistente de Producción Audiovisual,"Apoyo en video/artes visuales en museos.",Producción ARTv,Híbrido,35,2025-08-08,24,2600
BA010,Consultor en Gestión Cultural,"Asesoraría en políticas y proyectos culturales.",Consultoría Cultural,Remoto,30,2025-08-10,24,3800
FO001,Fotógrafo de Eventos,"Documentación visual de bodas y eventos corporativos.",Fotografía Eventos,Presencial,40,2025-08-01,24,1500
FO002,Fotógrafo de Producto,"Producción de imágenes para e-commerce y catálogo.",Fotografía Comercial,Remoto,30,2025-08-10,24,1800
FO003,Fotógrafo Retratista,"Sesiones profesionales en estudio con clientes.",Retratos,Presencial,30,2025-08-05,24,1600
FO004,Fotógrafo de Moda,"Trabajo editorial y campaña de marcas, con estilista.",Fotografía de Moda,Presencial,30,2025-08-20,24,2200
FO005,Editor y Retocador,"Postproducción de imágenes para impresión y digital.",Postproducción,Remoto,30,2025-09-01,24,2000
FO006,Asistente de Producción Fotográfica,"Soporte logístico en sesiones de moda y video.",Producción,Presencial (Cusco),40,2025-08-12,24,2800
FO007,Fotógrafo de Paisaje/Viajes,"Captura para medios turísticos y destinos.",Fotografía de Naturaleza,Presencial,30,2025-08-18,24,1400
FO008,Fotoperiodista,"Jornadas noticiosas y cobertura de eventos en medios.",Periodismo Gráfico,Presencial,40,2025-08-22,24,1600
FO009,Fotógrafo Editorial,"Contenido visual para revistas, libros o catálogos.",Editorial,Remoto,30,2025-08-08,24,2100
FO010,Fotógrafo Freelance Especializado,"Servicios por hora y proyectos personalizados.",Freelance,Presencial/Remoto,20,2025-08-10,24,2000
ADR001,Docente de Actuación,"Impartición de clases en institución de artes escénicas.",Docencia Universitaria,Presencial,40,2025-08-01,12,3374
ADR002,Actor Profesional de Teatro,"Participación en obras profesionales y funciones públicas.",Artes Escénicas,Presencial,40,2025-08-10,24,2500
ADR003,Director Escénico,"Dirección artística y gestión de montajes teatrales.",Producción Escénica,Presencial,40,2025-08-05,24,5000
ADR004,Productor Teatral,"Coordinación de logística y finanzas de producciones.",Producción Escénica,Presencial,40,2025-08-20,24,4000
ADR005,Dramaturgo,"Escritura de guiones y obras para teatro contemporáneo.",Desarrollo Dramático,Remoto,30,2025-09-01,20,3000
ADR006,Asistente de Producción Teatral,"Apoyo en logística y coordinación en funciones.",Producción Teatral,Presencial,40,2025-08-12,20,2000
ADR007,Coordinador de Escuela de Arte Dramático,"Gestión académica y curricular de institución.",Gestión Educativa,Presencial,40,2025-08-18,24,3500
ADR008,Especialista en teatro comunitario,"Diseño e implementación de talleres escénicos comunitarios.",Educación Cultural,Presencial,30,2025-08-22,20,2300
ADR009,Director de Casa de la Cultura,"Curaduría y gestión de espacios escénicos.",Gestión Cultural,Presencial,40,2025-08-08,24,4500
ADR010,Actor para producciones institucionales,"Participación en teatro corporativo o educativo.",Actuación Corporativa,Presencial,20,2025-08-10,12,1500
CPA001,Productor Audiovisual Senior,"Planificación y producción de spots y campañas.",Producción Audiovisual,Presencial,40,2025-08-01,24,2500
CPA002,Editor de Video Profesional,"Edición y postproducción para contenido digital.",Postproducción,Remoto,35,2025-08-10,24,2000
CPA003,Realizador Audiovisual,"Grabación y edición de contenido multiplataforma.",Producción,Presencial,40,2025-08-05,24,2400
CPA004,Asistente de Producción Audiovisual,"Apoyo logístico en proyectos audiovisuales.",Producción,Presencial,40,2025-08-20,24,1500
CPA005,Content Creator Audiovisual,"Creación de contenidos para redes sociales.",Social Media,Remoto,30,2025-09-01,20,1800
CPA006,Analista Audiovisual,"Evaluación de métricas y desempeño de contenido.",Análisis de Contenidos,Remoto,30,2025-08-12,24,2200
CPA007,Post Productor,"Supervisión de calidad de video y postproducción.",Post‑producción,Remoto,35,2025-08-18,24,2600
CPA008,Técnico Audiovisual,"Operación de cámaras, audio e iluminación en set.",Técnico de Set,Presencial,40,2025-08-22,24,1700
CPA009,Guionista de Cortometrajes,"Desarrollo de guiones para cine y video cortometraje.",Escritura Creativa,Remoto,25,2025-08-08,20,2000
CPA010,Productor de Documentales,"Coordinación integral de producción documental.",Producción,Presencial,40,2025-08-10,24,2300
MUS001,Profesor de Música (Piano),"Clases particulares y grupales en academia.",Docencia Musical,Presencial,20,2025-08-01,24,1800
MUS002,DJ Programador para Restobar,"Selección musical y ambientación en local.",Entretenimiento,Presencial,30,2025-08-15,24,1800
MUS003,Operador de Contenido Musical,"Edición de audio y diseño sonoro para redes.",Producción de Contenido,Remoto,30,2025-08-05,24,1500
MUS004,Asistente de Producción Musical,"Apoyo en logística y coordinación en estudio.",Producción Musical,Presencial,40,2025-08-20,24,1700
MUS005,Profesor de Música Infantil,"Estimulación musical para niños pequeños.",Educación Musical,Presencial,20,2025-09-01,12,1500
MUS006,Community Manager Musical,"Gestión de redes y contenido musical online.",Marketing Musical,Remoto,25,2025-08-12,24,1800
MUS007,Músico en vivo para eventos corporativos,"Presentaciones en vivo para empresas.",Música en Vivo,Presencial,15,2025-08-18,12,2000
MUS008,Técnico en Sonido,"Instalación y operación de sonido e iluminación.",Técnico de Sonido,Presencial,40,2025-08-22,24,2200
MUS009,Profesor de Guitarra Clásica,"Clases a domicilio o en academias especializadas.",Docencia Instrumental,Presencial,20,2025-08-08,24,1600
MUS010,Coordinador de Programas Musicales,"Planificación de cursos y talleres en institución.",Gestión Musical,Presencial,35,2025-08-10,24,3000
DAN001,Profesora de Danza Primaria,"Dicta clases y evalúa desempeño en colegio.",Docencia Escolar,Presencial,40,2025-08-01,12,2200
DAN002,Profesora de Danza - Folklore,"Enseña danzas típicas a estudiantes.",Docencia Escolar,Presencial,20,2025-08-10,12,700
DAN003,Profesora de Danza YMCA,"Planifica y ejecuta lecciones curriculares.",Docencia Escolar,Presencial,32,2025-08-01,24,1050
DAN004,Docente de Danza Clásica,"Imparte técnica clásica en escuela superior.",Docencia Superior,Presencial,40,2025-08-01,12,2488
DAN005,Instructora de Danza Moderna,"Clases extracurriculares en instituto.",Educación Continua,Presencial,30,2025-08-15,12,1500
DAN006,Profesora de Danza Medio Tiempo,"Clases semanales en colegio privado.",Docencia Escolar,Presencial,16,2025-08-20,10,700
DAN007,Docente de Danza Teatro,"Combina danza y actuación en colegio.",Arte Escénico,Presencial,40,2025-08-05,12,1200
DAN008,Coreógrafa Freelance,"Crea y coordina presentaciones escolares.",Producción Cultural,Presencial,10,2025-08-08,6,1000
DAN009,Profesora de Danza Escolar,"Se especializa en danza folclórica escolar.",Docencia Escolar,Presencial,40,2025-08-18,12,2000
DAN010,Instructora de Danza Rítmica,"Clases para niños en comunidad.",Deporte Escolar,Presencial,20,2025-08-22,12,800
INI001,Profesora de Educación Inicial,"Planifica y enseña a bebés y niños pequeños.",Docencia Infantil,Presencial,40,2025-08-01,24,1300
INI002,Auxiliar de Aula Inicial,"Apoya al docente principal, medio tiempo.",Acompañamiento Pedagógico,Presencial,20,2025-08-07,24,1130
INI003,Docente de Inicial (Trujillo),"Clases presenciales y uso de TIC.",Docencia Infantil,Presencial,40,2025-08-01,24,1600
INI004,Auxiliar de Educación Inicial,"Soporte en actividades lúdicas.",Pedagogía Inicial,Presencial,20,2025-08-05,24,1000
INI005,Profesora Inicial Educa,"Clases en colegio privado nivel inicial.",Docencia Infantil,Presencial,40,2025-08-10,24,1600
INI006,Docente Inicial Comas,"Implementación curricular.",Docencia Infantil,Presencial,40,2025-08-15,24,1500
INI007,Licenciada en Inicial,"Clases y coordinación didáctica.",Docencia Infantil,Presencial,40,2025-08-20,24,1525
INI008,Auxiliar Ejidos Tacna,"Apoyo pedagógico inicial.",Pedagogía Inicial,Presencial,20,2025-08-25,24,1000
INI009,Practicante Educación Inicial,"Apoyo a prácticas en aula.",Formación Docente,Presencial,20,2025-08-29,12,500
INI010,Docente Inicial Miraflores,"Planificación y enseñanza infantil.",Docencia Infantil,Presencial,40,2025-09-01,24,1300
PRI001,Docente Primaria Lima,"Clases de nivel inicial a primaria.",Docencia Escolar,Presencial,40,2025-08-01,24,1600
PRI002,Docente Inglés Primaria,"Clases bilingües en colegio privado.",Docencia Escolar,Presencial,40,2025-08-05,24,2000
PRI003,Coordinador Educativo Inicial/Primaria,"Supervisión de aula y actividades.",Gestión Escolar,Presencial,40,2025-08-10,24,1800
PRI004,Docente Ciencias Sociales Primaria,"Clases en colegio urbano.",Docencia Escolar,Presencial,40,2025-08-15,24,1500
PRI005,Auxiliar de Aula Primaria,"Apoyo general al docente, medio tiempo.",Soporte Pedagógico,Presencial,20,2025-08-20,24,1130
PRI006,Docente Matemática Primaria,"Enseñanza de matemáticas.",Docencia Escolar,Presencial,40,2025-08-25,24,1600
PRI007,Profesor de Primaria Trujillo,"Clases y herramientas pedagógicas.",Docencia Escolar,Presencial,40,2025-09-01,24,1500
PRI008,Docente de Primaria y Secundaria,"Clases en colegio privado.",Docencia Escolar,Presencial,40,2025-08-18,24,1600
PRI009,Docente de Primaria Innovador,"Uso de metodologías activas.",Docencia Escolar,Presencial,40,2025-08-22,24,1550
PRI010,Docente Ciencia/Inicial,"Multigrado en niveles inicial y primaria.",Docencia Escolar,Presencial,40,2025-08-08,24,1600
EF001,Profesor de Educación Física Primaria,"Clases y evaluación de habilidades motrices en IEP.",Docencia Escolar,Presencial,40,2025-08-01,12,1800
EF002,Profesor de Educación Física y Natación,"Instrucción en natación y deportes en colegio privado.",Deportes,Presencial,40,2025-08-10,12,2100
EF003,Instructor de Pilates y bienestar laboral,"Clases de bienestar y pausas activas en empresa.",Bienestar Corporativo,Híbrido,30,2025-08-05,24,2000
EF004,Coordinador de Deportes Escolar,"Organización de torneos y gestión de actividades deportivas.",Gestión Deportiva,Presencial,40,2025-08-20,24,2300
EF005,Profesor de Atletismo y Fitness,"Entrenamiento deportivo en club o academia.",Deporte Escolar,Presencial,35,2025-09-01,24,2200
EF006,Entrenador de Básquet Juvenil,"Capacitación y seguimiento de equipo escolar.",Entrenamiento Deportivo,Presencial,20,2025-08-12,18,1500
EF007,Profesor de Educación Física Secundaria,"Clases deportivas y formación física en secundaria.",Docencia Escolar,Presencial,40,2025-08-18,12,2000
EF008,Coach de Escuela de Fútbol,"Desarrollo de habilidades deportivas en jóvenes.",Deporte Formativo,Presencial,25,2025-08-22,24,2000
EF009,Instructor de Yoga y Estiramiento,"Clases para reducir estrés en población adulta.",Bienestar,Presencial,30,2025-08-08,24,1900
EF010,Profesor de Educación Física Medio Tiempo,"Clases escolares y recreación, medio tiempo.",Docencia Escolar,Presencial,20,2025-08-10,12,900
PED001,Pedagogo Educativo Escolar,"Planeación curricular y apoyo a docentes en colegio.",Docencia Escolar,Presencial,40,2025-08-01,24,2500
PED002,Especialista en Diseño Curricular,"Desarrollo de currículos y didáctica para instituciones.",Currículo Educativo,Remoto,30,2025-08-10,24,3000
PED003,Pedagogo en Educación Especial,"Atención a estudiantes con necesidades educativas.",Educación Inclusiva,Presencial,40,2025-08-05,24,2800
PED004,Consultor Pedagógico para EdTech,"Implementación de metodologías activas en plataforma.",Tecnología Educativa,Remoto,35,2025-08-20,24,3200
PED005,Pedagogo de Formación Laboral,"Diseño de talleres y capacitación para jóvenes.",Formación Técnica,Presencial,40,2025-09-01,24,2700
PED006,Pedagogo Comunitario,"Acciones pedagógicas en proyectos sociales y educativos.",Educación Comunitaria,Híbrido,35,2025-08-12,24,2600
PED007,Pedagogo en Tutoría Académica,"Apoyo personalizado a estudiantes en secundaria.",Tutoría Escolar,Presencial,20,2025-08-18,24,2200
PED008,Coordinador de Formación Docente,"Gestión de talleres para profesores en institución.",Capacitación Docente,Remoto,30,2025-08-22,24,2900
PED009,Pedagogo en Educación Virtual,"Diseño y moderación de cursos online.",E-learning,Remoto,35,2025-08-08,24,3100
PED010,Asesor Pedagógico en ONG,"Evaluación y mejora de proyectos educativos en campo.",Proyectos Sociales,Presencial,40,2025-08-10,24,3000
PSP001,Psicopedagogo Escolar,"Evaluación y diseño de estrategias de aprendizaje en colegio.",Psicopedagogía Escolar,Presencial,40,2025-08-01,24,2200
PSP002,Especialista en Dificultades de Aprendizaje,"Diagnóstico y apoyo a estudiantes con necesidades.",Intervención Educativa,Híbrido,35,2025-08-10,24,2400
PSP003,Psicopedagogo Clínica,"Intervención en dificultades del desarrollo en centro clínico.",Clínica Psicopedagógica,Presencial,40,2025-08-05,24,2300
PSP004,Coordinador de Psicopedagogía,"Gestión de programas de atención en institución educativa.",Gestión Educativa,Presencial,40,2025-08-20,24,2600
PSP005,Psicopedagogo Online,"Asesoría remota a estudiantes y familias.",Telepsicopedagogía,Remoto,30,2025-09-01,24,2000
PSP006,Psicopedagogo en Rehabilitación,"Apoyo psicopedagógico a niños con habilidades especiales.",Rehabilitación Educativa,Presencial,35,2025-08-12,24,2300
PSP007,Consultor en Estrategias de Aprendizaje,"Diseño de materiales y metodologías para colegios.",Diseño Educativo,Remoto,30,2025-08-18,24,2400
PSP008,Psicopedagogo Comunitario,"Acciones educativas para desarrollo social en comunidad.",Educación Comunitaria,Híbrido,35,2025-08-22,24,2200
PSP009,Analista de Casos Psicopedagógicos,"Revisión y seguimiento de intervenciones educativas.",Psicopedagogía Clínica,Remoto,30,2025-08-08,24,2100
PSP010,Psicopedagogo Junior en ONG,"Apoyo a programas educativos inclusivos.",ONG,Presencial,40,2025-08-10,24,2000
TE001,Especialista en e‑learning,"Desarrollo de cursos online e integración de LMS.",E‑learning,Remoto,35,2025-08-01,24,3000
TE002,Analista de Tecnología Educativa,"Integración de apps y herramientas TIC en escuelas.",Implementación TIC,Híbrido,35,2025-08-10,24,4500
TE003,Coordinador de Innovación Educativa,"Gestión de proyectos de aulas digitales y capacitación docente.",Innovación Educativa,Presencial,40,2025-08-05,24,5000
TE004,Consultor en Metodologías digitales,"Diseño de estrategias para formación virtual.",Transformación Digital,Remoto,30,2025-08-20,24,5500
TE005,Desarrollador de contenidos interactivos,"Creación de materiales multimedia educativos.",Producción de Contenido,Remoto,30,2025-09-01,24,4000
TE006,Implementador de plataformas LMS,"Configuración y soporte técnico en plataformas.",Soporte Técnico,Remoto,30,2025-08-12,20,3500
TE007,Formador en herramientas digitales,"Capacitación docente en TIC y aulas virtuales.",Capacitación Docente,Presencial,25,2025-08-18,24,3200
TE008,Gestor de proyectos de educación híbrida,"Coordinación de modelo blended learning.",Gestión Educativa,Híbrido,35,2025-08-22,24,4800
TE009,Especialista en realidad aumentada educativa,"Implementación de AR para aprendizaje práctico.",Innovación Tecnológica,Remoto,30,2025-08-08,24,5200
TE010,Jefe de Tecnología Educativa,"Planificación estratégica tecnológica en institución.",Dirección de Tecnología Educativa,Presencial,40,2025-08-10,24,8000
GAS001,Ayudante de Cocina,"Apoyo en preparación y limpieza de platos.",Producción de Cocina,Presencial,40,2025-08-01,24,1200
GAS002,Cocinero de Línea,"Preparación de platos bajo estándar del chef.",Cocina,Presencial,40,2025-08-10,24,2000
GAS003,Chef de Partida,"Responsable de estación de cocina y equipo.",Cocina Profesional,Presencial,45,2025-08-05,24,3000
GAS004,Sous Chef,"Coordinación de brigada y supervisión de cocina.",Cocina Gourmet,Presencial,45,2025-08-20,24,5000
GAS005,Chef Ejecutivo,"Jefatura total de cocina en restaurante u hotel.",Direccion de Cocina,Presencial,45,2025-09-01,24,8000
GAS006,Pastelero,"Preparación de postres y panadería fina.",Repostería,Presencial,40,2025-08-12,24,2500
GAS007,Consultor Gastronómico,"Diseño de menú y asesoría técnica.",Consultoría,Remoto,30,2025-08-18,24,4000
GAS008,Gerente de Alimentos y Bebidas,"Gestión operativa de cocina y B&B.",Gestión Hotelera,Presencial,40,2025-08-22,24,6000
GAS009,Instructor de Cocina,"Capacitación en institutos culinarios.",Docencia Culinaria,Presencial,30,2025-08-08,24,2200
GAS010,Productor de Catering,"Organización y ejecución de catering corporativo.",Catering,Presencial,50,2025-08-10,24,3500
TUR001,Agente de Reservas,"Gestión de reservas y atención al cliente.",Reservas,Remoto,35,2025-08-01,24,1200
TUR002,Guía Turístico,"Conducción de tours y atención personalizada.",Tour Operador,Presencial,40,2025-08-10,24,1600
TUR003,Asesor de Ventas Turísticas,"Ventas de paquetes turísticos y asesoría.",Ventas,Presencial,40,2025-08-05,24,1500
TUR004,Coordinador de Operaciones Turísticas,"Organización logística de actividades.",Operaciones,Presencial,45,2025-08-20,24,2000
TUR005,Especialista en Ecoturismo,"Desarrollo y gestión de rutas ecológicas.",Ecoturismo,Presencial,40,2025-09-01,24,2200
TUR006,Consultor de Turismo Cultural,"Desarrollo de propuestas culturales y patrimoniales.",Turismo Cultural,Remoto,30,2025-08-12,2400
TUR007,Coordinador de Agencia de Viajes,"Gestión administrativa y atención a clientes.",Agencia de Viajes,Híbrido,35,2025-08-18,24,2300
TUR008,Especialista en Turismo Sostenible,"Consultoría de prácticas turísticas responsables.",Turismo Sustentable,Remoto,30,2025-08-22,2500
TUR009,Gerente de Producto Turístico,"Diseño de nuevos productos y experiencias turísticas.",Desarrollo de Producto,Híbrido,35,2025-08-08,2700
TUR010,Community Manager Turismo,"Gestión de comunidades y contenido turístico digital.",Marketing Turístico,Remoto,30,2025-08-10,1800
AVI001,Piloto Comercial Junior,"Operación de vuelos nacionales bajo supervisión.",Aviación Comercial,Presencial,80,2025-08-01,Indefinido,4000
AVI002,Co‑piloto de Aerolínea,"Asistencia al capitán en vuelos nacionales e internacionales.",Aviación Comercial,Presencial,80,2025-08-15,Indefinido,12000
AVI003,Capitán de Aerolínea,"Responsable de aeronave y tripulación en vuelos internacionales.",Aviación Comercial,Presencial,80,2025-08-05,Indefinido,20000
AVI004,Piloto de Aviación Ejecutiva,"Facilita vuelos privados y corporativos.",Aviación Ejecutiva,Presencial,60,2025-08-20,Indefinido,15000
AVI005,Instructor de Pilotos,"Formación de nuevos pilotos comerciales.",Formación,Presencial,40,2025-09-01,Indefinido,1500
AVI006,Piloto de Carga Internacional,"Operación de vuelos charter de carga.",Aviación Carga,Presencial,80,2025-08-12,Indefinido,20000
AVI007,Piloto de Helicóptero,"Operación en vuelos privados, rescate o servicios.",Helicópteros,Presencial,60,2025-08-18,Indefinido,12000
AVI008,Piloto Comercial Part‑Time,"Operación de vuelos regionales de bajo tráfico.",Aviación Regional,Presencial,40,2025-08-22,Indefinido,5000
AVI009,Operador de Simulador de Vuelo,"Supervisión en entrenamientos en centro de simulación.",Simulación Aérea,Presencial,40,2025-08-08,Indefinido,8000
AVI010,Analista de Operaciones Aeronáuticas,"Planificación de itinerarios y gestión operacional.",Operaciones,Remoto,40,2025-08-10,Indefinido,6000
CRI001,Criminalista Forense Junior,"Recolección de pruebas en escenas de crimen.",Investigación Forense,Presencial,40,2025-08-01,24,2000
CRI002,Analista de Evidencias Digitales,"Procesamiento forense de dispositivos electrónicos.",Pericia Digital,Remoto,40,2025-08-15,24,3000
CRI003,Perito Criminalístico,"Elaboración de informes técnicos en laboratorios.",Laboratorio Forense,Presencial,40,2025-08-05,24,3500
CRI004,Especialista en Balística,"Análisis y reporte de evidencias balísticas.",Balística Forense,Presencial,40,2025-08-20,24,4000
CRI005,Coordinador de Criminalística,"Supervisión de equipos de investigación forense.",Gestión Forense,Presencial,40,2025-09-01,24,5000
CRI006,Investigador Privado,"Investigación de fraudes y delitos corporativos.",Investigación Privada,Híbrido,35,2025-08-12,24,2800
CRI007,Criminalista en Policía Técnica,"Apoyo en investigación y recolección en campo.",Sector Público,Presencial,40,2025-08-18,24,2500
